,title,location,cost_for_two,cuisine,ratings,review_counts,phone,url
155,MilkyWay,T. Nagar,₹350,"Ice Cream,Desserts,Beverages",3.4,24 votes,+91 9677051553,https://www.zomato.com/chennai/milkyway-t-nagar
156,Rangoon - Atho Shop,T. Nagar,₹200,"Burmese,Fast Food",3.4,33 votes,"+91 9003009021, +91 9514119108",https://www.zomato.com/chennai/rangoon-atho-shop-t-nagar
157,Madurai Arulanandam Hotel,T. Nagar,₹450,"Chinese,Biryani,South Indian",3.5,34 votes,044 24315223,https://www.zomato.com/chennai/madurai-arulanandam-hotel-t-nagar
158,Chettiar Biryani Kadai,T. Nagar,₹400,Biryani,NEW,,+91 8939721434,https://www.zomato.com/chennai/chettiar-biryani-kadai-t-nagar
159,OPM 2.0,"The Accord Metropolitan, T. Nagar","₹3,000","Finger Food,North Indian",3.9,28 votes,044 28161000,https://www.zomato.com/chennai/opm-2-0-2-t-nagar
160,Madras Bhel Puri,T. Nagar,₹150,"Street Food,Juices",3.4,32 votes,+91 7010193298,https://www.zomato.com/chennai/madras-bhel-puri-t-nagar
161,CK's Bakery,T. Nagar,₹400,"Bakery,Fast Food",3.4,27 votes,+91 7823948896,https://www.zomato.com/chennai/cks-bakery-t-nagar
162,Hotel Varsha Pure Veg Fast Foods,T. Nagar,₹500,"South Indian,Chinese,North Indian",3.1,29 votes,"+91 9884794593, +91 9566163755",https://www.zomato.com/chennai/hotel-varsha-pure-veg-fast-foods-t-nagar
163,A.M.S Hyderabad Biriyani & Fast Food,T. Nagar,₹450,"Chinese,North Indian,Biryani",2.9,33 votes,+91 9962227048,https://www.zomato.com/chennai/a-m-s-hyderabad-biriyani-fast-food-t-nagar
164,Momos,T. Nagar,₹150,"Fast Food,Momos",3.6,28 votes,+91 8675028056,https://www.zomato.com/chennai/momos-t-nagar
165,Agarwal's Ghar Ka Khana,"The Food Hut, T.Nagar",₹250,"Street Food,Chinese",3.3,26 votes,+91 9841078142,https://www.zomato.com/chennai/agarwals-ghar-ka-khana-t-nagar
166,Suswaad Sweets & Savouries,T. Nagar,₹250,"Mithai,Desserts,Street Food",3.7,31 votes,"044 28152678, 044 28155558",https://www.zomato.com/chennai/suswaad-sweets-savouries-t-nagar
167,Mcrennett,T. Nagar,₹350,"Bakery,Fast Food",3.5,25 votes,044 64551019,https://www.zomato.com/chennai/mcrennett-t-nagar
168,Hotel Sudhara,"Hotel Sudhara, T. Nagar",₹300,"North Indian,South Indian,Chinese",2.8,29 votes,044 24358728,https://www.zomato.com/chennai/hotel-sudhara-t-nagar
169,G Surya Narayana Snacks Centre,T. Nagar,₹100,Bakery,3.8,21 votes,"044 24351358, +91 9994292205",https://www.zomato.com/chennai/g-surya-narayana-snacks-centre-t-nagar
170,Lassi Shop,T. Nagar,₹200,"Beverages,Ice Cream",3.9,30 votes,+91 8754440089,https://www.zomato.com/chennai/lassi-shop-1-t-nagar
171,Shallots,T. Nagar,₹500,"North Indian,Biryani,Chinese,Chettinad",3.4,29 votes,"044 24310204, 044 24310206",https://www.zomato.com/chennai/shallots-t-nagar
172,Brijwasi Sweets,T. Nagar,₹200,"Street Food,Chinese,North Indian,Beverages,Mithai",3.7,32 votes,+91 9841199371,https://www.zomato.com/chennai/brijwasi-sweets-t-nagar
173,Lil Chef,"The Food Hut, T.Nagar",₹200,Fast Food,3.3,23 votes,+91 9841078142,https://www.zomato.com/chennai/lil-chef-t-nagar
174,Al Moghal Biriyani,T. Nagar,₹200,"Biryani,Fast Food",3.6,22 votes,+91 8870080042,https://www.zomato.com/chennai/al-moghal-biriyani-t-nagar
175,Zero Degree - Quality Inn Sabari,"Quality Inn Sabari, T. Nagar","₹1,500",Finger Food,2.7,28 votes,044 28343030,https://www.zomato.com/chennai/zero-degree-quality-inn-sabari-t-nagar
176,Burger Joys,T. Nagar,₹200,"Burger,Fast Food",3.6,25 votes,00 08072689415,https://www.zomato.com/chennai/burger-joys-t-nagar
177,Creamy Delights,T. Nagar,₹200,"Desserts,Fast Food",3.4,24 votes,+91 9940389073,https://www.zomato.com/chennai/creamy-delights-t-nagar
178,Goli Vada Pav No.1,T. Nagar,₹100,"Street Food,Fast Food",3.4,29 votes,+91 9962980009,https://www.zomato.com/chennai/goli-vada-pav-no-1-t-nagar
179,Queen,"Hotel Raj Palace, T. Nagar","₹1,100",Finger Food,3.2,17 votes,"044 24328888, 044 24314972",https://www.zomato.com/chennai/queen-t-nagar
180,Juice Spot,T. Nagar,₹100,Beverages,3.7,27 votes,065535 08072689415,https://www.zomato.com/chennai/juice-spot-t-nagar
181,Madurai Alagar Restaurant,T. Nagar,₹750,"South Indian,Chinese,Chettinad,Biryani,Kebab",3.4,33 votes,+91 8939752444,https://www.zomato.com/chennai/madurai-alagar-restaurant-t-nagar
182,Sri Krishna Bhavan,T. Nagar,₹400,South Indian,3.2,10 votes,+91 9940076408,https://www.zomato.com/chennai/sri-krishna-bhavan-1-t-nagar
183,Shawarma Kadai,T. Nagar,₹150,Rolls,3.7,22 votes,+91 9944664107,https://www.zomato.com/chennai/shawarma-kadai-t-nagar
184,The Food Hut,T. Nagar,₹350,"South Indian,Italian,North Indian,Ice Cream,Fast Food",3.3,15 votes,+91 9841078142,https://www.zomato.com/chennai/the-food-hut-t-nagar
185,Waffle Inn,T. Nagar,₹200,Desserts,3.6,23 votes,+91 9789943123,https://www.zomato.com/chennai/waffle-inn-t-nagar
186,Annai Mess Devakottai Chettinadu Cuisine,T. Nagar,₹500,"Chettinad,Chinese,Fast Food,South Indian",3.4,14 votes,044 48609494,https://www.zomato.com/chennai/annai-mess-devakottai-chettinadu-cuisine-t-nagar
187,Nic Nac,T. Nagar,₹150,"South Indian,Street Food",3.4,15 votes,044 24347305,https://www.zomato.com/chennai/nic-nac-t-nagar
189,Vijayarams Coffee,T. Nagar,₹100,"Cafe,Bakery,Juices,North Indian,Street Food",3.5,20 votes,"044 24245222, +91 9840465222",https://www.zomato.com/chennai/vijayarams-coffee-t-nagar
190,Amul Scooping Parlour - Snackking,T. Nagar,₹150,"Ice Cream,Desserts",3.3,17 votes,+91 9500024813,https://www.zomato.com/chennai/amul-scooping-parlour-snackking-t-nagar
191,Shaik Shack Eats,T. Nagar,₹300,"Fast Food,Lebanese,Beverages",3.1,20 votes,+91 7338845687,https://www.zomato.com/chennai/shaik-shack-eats-t-nagar
192,Candose,T. Nagar,₹250,"Fast Food,Beverages,Ice Cream",3.3,15 votes,"044 42178384, +91 9962074123",https://www.zomato.com/chennai/candose-t-nagar
193,Stop Five Juice & Snacks,T. Nagar,₹200,"Beverages,Fast Food",3.5,16 votes,"044 42071338, +91 9444683343",https://www.zomato.com/chennai/stop-five-juice-snacks-t-nagar
194,Ganga Sweets,T. Nagar,₹150,"Mithai,Street Food",3.5,19 votes,044 43595060,https://www.zomato.com/chennai/ganga-sweets-t-nagar
195,O'Biryani by OYO,T. Nagar,₹250,Biryani,2.5,11 votes,+91 7540031641,https://www.zomato.com/chennai/obiryani-by-oyo-1-t-nagar
196,Kovai Pazhamudir Nilayam,T. Nagar,₹200,"Beverages,Juices",3.5,14 votes,044 28153402,https://www.zomato.com/chennai/kovai-pazhamudir-nilayam-t-nagar
197,Eagle Bar,"Hotel Sudhara, T. Nagar","₹1,600",Finger Food,3.3,18 votes,"044 24358728, 044 24358729",https://www.zomato.com/chennai/eagle-bar-t-nagar
198,The Dessert Basket,T. Nagar,₹250,Bakery,3.1,14 votes,+91 9003100141,https://www.zomato.com/chennai/the-dessert-basket-1-t-nagar
199,Rajasthani Homemade North Indian Jain Food Delivery...,T. Nagar,₹300,"Rajasthani,North Indian",3.4,20 votes,+91 9841700022,https://www.zomato.com/chennai/rajasthani-homemade-north-indian-jain-food-delivery-services-t-nagar
200,Mambalam Annalakshmi,T. Nagar,₹200,South Indian,3.4,12 votes,+91 9677051553,https://www.zomato.com/chennai/mambalam-annalakshmi-t-nagar
201,Northern Connection,T. Nagar,₹400,"Bengali,North Indian",3.2,14 votes,+91 9940619240,https://www.zomato.com/chennai/northern-connection-t-nagar
202,Dezire GoodLife Sugarless Sweets & Cakes,T. Nagar,₹200,Mithai,3.3,15 votes,"+91 7358040224, 044 42121415",https://www.zomato.com/chennai/dezire-goodlife-sugarless-sweets-cakes-t-nagar
203,Tea House,T. Nagar,₹200,"Chinese,North Indian",3.4,10 votes,"044 48682552, +91 8610054279",https://www.zomato.com/chennai/tea-house-t-nagar
204,Texas,T. Nagar,"₹1,200","South Indian,North Indian,Chinese",NEW,,+91 9840673531,https://www.zomato.com/chennai/texas-t-nagar
205,Ayya Chettinad Mess,T. Nagar,₹300,"Chettinad,Chinese",3.3,12 votes,+91 9444020069,https://www.zomato.com/chennai/ayya-chettinad-mess-t-nagar
206,Gomathi Shankhar Bhavan,T. Nagar,₹100,Street Food,3.4,15 votes,044 24340939,https://www.zomato.com/chennai/gomathi-shankhar-bhavan-t-nagar
207,Kolapasi Takeaway,T. Nagar,₹400,South Indian,3.3,13 votes,"+91 7708063317, +91 7708063319",https://www.zomato.com/chennai/kolapasi-takeaway-t-nagar
208,Venice Temptations,T. Nagar,₹300,"Bakery,Fast Food,Beverages",3.3,13 votes,+91 7708172666,https://www.zomato.com/chennai/venice-temptations-t-nagar
209,Madeena Cool Bar,T. Nagar,₹150,"Juices,Beverages,Ice Cream",3.4,12 votes,+91 9444325211,https://www.zomato.com/chennai/madeena-cool-bar-t-nagar
210,Ambur Biriyani,T. Nagar,₹350,"Biryani,Chinese",3.1,16 votes,+91 9094678947,https://www.zomato.com/chennai/ambur-biriyani-t-nagar
211,Madras Cafeteria,T. Nagar,₹200,"Street Food,Fast Food,Beverages",3.2,13 votes,+91 9789280281,https://www.zomato.com/chennai/madras-cafeteria-t-nagar
212,UBQ by Barbeque Nation,T. Nagar,₹400,"North Indian,Biryani,Kebab,BBQ",3.3,11 votes,+91 8939879974,https://www.zomato.com/chennai/ubq-by-barbeque-nation-1-t-nagar
213,Five Star Chicken,T. Nagar,₹300,Fast Food,3.5,13 votes,+91 9884830306,https://www.zomato.com/chennai/five-star-chicken-2-t-nagar
214,Tibbs Frankie,T. Nagar,₹150,Rolls,3.3,18 votes,+91 9962587063,https://www.zomato.com/chennai/tibbs-frankie-2-t-nagar
215,Enliven Coffee Xpress,T. Nagar,₹200,"Fast Food,Beverages",3.4,15 votes,+91 9940635782,https://www.zomato.com/chennai/enliven-coffee-xpress-t-nagar
216,Perumal Cafe,T. Nagar,₹250,"South Indian,Chinese",3.1,6 votes,+91 9551193832,https://www.zomato.com/chennai/perumal-cafe-t-nagar
217,Udupi Ganga Hotel,T. Nagar,₹150,South Indian,3.4,11 votes,"044 28340978, +91 9790812436",https://www.zomato.com/chennai/udupi-ganga-hotel-t-nagar
218,Coco Jaunt 1728,T. Nagar,₹700,"Cafe,Fast Food",3.4,8 votes,"+91 9840720207, +91 7358041167",https://www.zomato.com/chennai/coco-jaunt-1728-t-nagar
219,Guinness'd Bar,"BKR Grand Hotel, T. Nagar","₹1,200",Finger Food,3.1,10 votes,044 24327151,https://www.zomato.com/chennai/guinnessd-bar-t-nagar
220,Gitanjali Veg Restaurant,T. Nagar,₹200,"South Indian,Chinese,Beverages",2.8,11 votes,"044 24353677, +91 9942116565",https://www.zomato.com/chennai/gitanjali-veg-restaurant-t-nagar
221,Madurai Sri Thevar Hotel,T. Nagar,₹300,South Indian,3.2,6 votes,044 45542373,https://www.zomato.com/chennai/madurai-sri-thevar-hotel-t-nagar
222,Momo's,T. Nagar,₹200,Momos,3.2,6 votes,+91 9884564288,https://www.zomato.com/chennai/momos-1-t-nagar
223,Bhakshanam,"Paati Veedu, T.Nagar",₹350,"Mithai,Fast Food",3.4,11 votes,044 30853716,https://www.zomato.com/chennai/bhakshanam-t-nagar
224,Firangi Falooda,T. Nagar,₹200,"Cafe,Fast Food,Desserts,Healthy Food",3,5 votes,+91 9840720207,https://www.zomato.com/chennai/firangi-falooda-t-nagar
225,Shans Hotel Veg,T. Nagar,₹100,South Indian,3.2,7 votes,"044 49528047, +91 9444051193",https://www.zomato.com/chennai/shans-hotel-veg-t-nagar
226,Cream Cafe,T. Nagar,₹100,"Ice Cream,Desserts",3.2,9 votes,+91 7904612850,https://www.zomato.com/chennai/cream-cafe-t-nagar
227,Vivekananda Coffee,T. Nagar,₹100,Coffee,3.3,6 votes,044 24342111,https://www.zomato.com/chennai/vivekananda-coffee-1-t-nagar
228,Sri Srinivasa Sweets & Bakery,T. Nagar,₹150,Bakery,3.1,4 votes,"+91 7904826620, 00 4424340155",https://www.zomato.com/chennai/sri-srinivasa-sweets-bakery-t-nagar
229,Just Vegan by Avocado Care,T. Nagar,₹350,"Healthy Food,Beverages",3.4,11 votes,+91 9080558006,https://www.zomato.com/chennai/just-vegan-by-avocado-care-t-nagar
230,New Bilal Food Corner,T. Nagar,₹250,"North Indian,Chinese",2.9,6 votes,"044 48521110, +91 9940660700",https://www.zomato.com/chennai/new-bilal-food-corner-t-nagar
231,Suriya Sweets,T. Nagar,₹100,"Mithai,Street Food",2.9,10 votes,044 28342837,https://www.zomato.com/chennai/suriya-sweets-t-nagar
232,Sri Kanaka Durga Andhra Meals Hotel,T. Nagar,₹250,Andhra,3.3,9 votes,044 24355113,https://www.zomato.com/chennai/sri-kanaka-durga-andhra-meals-hotel-t-nagar
233,Hotel Renuka Chettinad,T. Nagar,₹450,"Chettinad,North Indian,Chinese,South Indian",3.2,7 votes,"+91 9884562838, +91 8939999631",https://www.zomato.com/chennai/hotel-renuka-chettinad-t-nagar
234,ZinGii,T. Nagar,₹600,"Bakery,Desserts",3,6 votes,"+91 7604904141, +91 7299030202",https://www.zomato.com/chennai/zingii-t-nagar
235,Humpty Dumpty,T. Nagar,₹100,"Sandwich,Rolls",3.2,7 votes,+91 9940610825,https://www.zomato.com/chennai/humpty-dumpty-t-nagar
236,Cafe Madras,T. Nagar,₹150,"Beverages,Fast Food",3.2,6 votes,"+91 9884497191, +91 9884497192",https://www.zomato.com/chennai/cafe-madras-t-nagar
237,Italian Pizza Co.,T. Nagar,₹800,"Pizza,Italian,Beverages",3.2,6 votes,044 43363393,https://www.zomato.com/chennai/italian-pizza-co-t-nagar
238,Splash Sandwiches & Juices,T. Nagar,₹250,"Fast Food,Juices",3,6 votes,"+91 7338795363, +91 9840353284",https://www.zomato.com/chennai/splash-sandwiches-juices-t-nagar
239,BEEFAH! Beef and more..,T. Nagar,₹300,"North Indian,Chinese",3.2,7 votes,+91 9087445000,https://www.zomato.com/chennai/beefah-beef-and-more-t-nagar
240,Haji Ali Juice Centre,T. Nagar,₹600,Desserts,NEW,,"+91 9443343232, +91 9176301018",https://www.zomato.com/chennai/haji-ali-juice-centre-t-nagar
241,Athulan's kitchen,T. Nagar,₹300,"Biryani,Chinese",3.2,5 votes,+91 9941989996,https://www.zomato.com/chennai/athulans-kitchen-t-nagar
242,Valor Dosa Factory,T. Nagar,₹300,South Indian,3.3,8 votes,+91 9841234979,https://www.zomato.com/chennai/valor-dosa-factory-t-nagar
243,Ragam Cool Bar,T. Nagar,₹150,Juices,3.2,6 votes,+91 9444452790,https://www.zomato.com/chennai/ragam-cool-bar-t-nagar
244,KMR,"BKR Grand Hotel, T. Nagar",₹600,"Chettinad,North Indian,Chinese",3,6 votes,+91 9962952525,https://www.zomato.com/chennai/kmr-t-nagar
245,New Hyderabad Briyani & Fast Food,T. Nagar,₹400,North Indian,-,,"+91 9176159444, +91 9962936555",https://www.zomato.com/chennai/new-hyderabad-briyani-fast-food-t-nagar
246,Blaack Forest,T. Nagar,₹250,"Bakery,Desserts,Fast Food",-,,"044 42051515, +91 8489955500",https://www.zomato.com/chennai/blaack-forest-t-nagar
247,Hotel Virudhunagar Aiyanaar,T. Nagar,₹300,"Biryani,Chettinad,Chinese,Fast Food,South Indian",3.2,5 votes,+91 9840044064,https://www.zomato.com/chennai/hotel-virudhunagar-aiyanaar-t-nagar
248,Adraq by OYO,T. Nagar,₹300,North Indian,-,,+91 7540031641,https://www.zomato.com/chennai/adraq-by-oyo-t-nagar
249,Cafe Gangsta,T. Nagar,₹400,Cafe,3.1,4 votes,+91 9043472199,https://www.zomato.com/chennai/cafe-gangsta-t-nagar
250,Royal Cuisine,"Hotel Raj Palace, T. Nagar","₹1,000","North Indian,Chinese,Chettinad",3.1,5 votes,"044 24328888, 044 24314972",https://www.zomato.com/chennai/royal-cuisine-t-nagar
251,Anbazagan Fruit Juice & Ice Cream Parlour,T. Nagar,₹200,"Juices,Ice Cream,Desserts",3,5 votes,+91 9150002962,https://www.zomato.com/chennai/anbazagan-fruit-juice-ice-cream-parlour-t-nagar
252,Priyanka's,T. Nagar,₹400,"Street Food,North Indian",3.1,4 votes,044 42804600,https://www.zomato.com/chennai/priyankas-t-nagar
253,The Pastry Shop - The Residency Towers,"The Residency Towers, T. Nagar",₹300,"Desserts,Bakery",3.1,5 votes,044 28156363,https://www.zomato.com/chennai/the-pastry-shop-the-residency-towers-t-nagar
254,Doha Snacks,T. Nagar,₹200,"Fast Food,Beverages",3,4 votes,+91 9745719726,https://www.zomato.com/chennai/doha-snacks-t-nagar
255,City Food Court,T. Nagar,₹300,"Biryani,South Indian,Fast Food",-,,044 30205543,https://www.zomato.com/chennai/city-food-court-t-nagar
256,Sri Muthiah Tiffin Center,T. Nagar,₹200,"South Indian,Chinese",3.2,4 votes,"+91 9789093755, +91 9176776014",https://www.zomato.com/chennai/sri-muthiah-tiffin-center-t-nagar
257,Merlion Kitchen,T. Nagar,₹650,"North Indian,Fast Food,Chinese",3.1,5 votes,044 48540415,https://www.zomato.com/chennai/merlion-kitchen-t-nagar
258,South Bay Restauraant,T. Nagar,₹500,"South Indian,North Indian",-,,+91 9841062671,https://www.zomato.com/chennai/south-bay-restauraant-t-nagar
259,Karaikudi Chettinad Mess,T. Nagar,₹300,"Chettinad,Chinese,Biryani",2.9,5 votes,+91 9047614161,https://www.zomato.com/chennai/karaikudi-chettinad-mess-t-nagar
260,11 Inches Pizza,T. Nagar,₹450,"Pizza,Fast Food",-,,044 43368555,https://www.zomato.com/chennai/11-inches-pizza-t-nagar
261,Prashanthi Foods,T. Nagar,₹400,Andhra,-,,+91 9840822724,https://www.zomato.com/chennai/prashanthi-foods-t-nagar
262,Karaikkudi Ganapathi Mess,T. Nagar,₹250,Andhra,-,,+91 9551100812,https://www.zomato.com/chennai/karaikkudi-ganapathi-mess-t-nagar
263,City Light Cool Land,T. Nagar,₹200,"Juices,Beverages",-,,+91 9383801976,https://www.zomato.com/chennai/city-light-cool-land-t-nagar
264,Sivagangai Karuppiah Mess,T. Nagar,₹350,"Biryani,Beverages,North Indian,Chinese,Chettinad",-,,"044 42181878, +91 9176847172",https://www.zomato.com/chennai/sivagangai-karuppiah-mess-t-nagar
265,New Hyderabad Biriyani and Fast Food,T. Nagar,₹300,"Biryani,Fast Food",-,,"044 24340155, +91 9176159444",https://www.zomato.com/chennai/new-hyderabad-biriyani-and-fast-food-t-nagar
266,CakeBee,T. Nagar,₹400,"Bakery,Desserts",NEW,,+91 9578031113,https://www.zomato.com/chennai/cakebee-t-nagar
267,RR Tiffin Centre,T. Nagar,₹200,South Indian,-,,+91 9884110862,https://www.zomato.com/chennai/rr-tiffin-centre-t-nagar
268,King's Kitchen,T. Nagar,₹500,Chinese,-,,+91 9677089788,https://www.zomato.com/chennai/kings-kitchen-t-nagar
269,Veetu Suvaiyil,T. Nagar,₹150,South Indian,-,,+91 9566077217,https://www.zomato.com/chennai/veetu-suvaiyil-t-nagar
270,Crave,T. Nagar,₹200,"Sandwich,Fast Food",-,,+91 9677339288,https://www.zomato.com/chennai/crave-t-nagar
271,Lena's Green Kitchen,T. Nagar,₹100,"South Indian,Juices",-,,"+91 9941873874, +91 7305601947",https://www.zomato.com/chennai/lenas-green-kitchen-t-nagar
272,Arab Street Xpress,T. Nagar,₹350,"North Indian,Fast Food,Desserts,Beverages",-,,+91 9789058860,https://www.zomato.com/chennai/arab-street-xpress-t-nagar
273,Kumbakonam Degree Coffee,"The Food Hut, T.Nagar",₹100,Cafe,-,,+91 9841078142,https://www.zomato.com/chennai/kumbakonam-degree-coffee-t-nagar
274,Annai Chettinadu Mess,T. Nagar,₹150,Chettinad,-,,+91 9444161093,https://www.zomato.com/chennai/annai-chettinadu-mess-t-nagar
275,Annam Home Foods,T. Nagar,₹400,"South Indian,North Indian",-,,+91 9952064405,https://www.zomato.com/chennai/annam-home-foods-t-nagar
276,Me And My Cake,T. Nagar,₹500,"Bakery,Desserts",-,,+91 9036070410,https://www.zomato.com/chennai/me-and-my-cake-t-nagar
277,Karthik Tiffin Center,T. Nagar,₹200,South Indian,-,,+91 9840134383,https://www.zomato.com/chennai/karthik-tiffin-center-t-nagar
278,Bommi Mess,T. Nagar,₹100,South Indian,-,,044 24346277,https://www.zomato.com/chennai/bommi-mess-t-nagar
279,Sans Kolkata Briyani,T. Nagar,₹200,"Street Food,Chinese,Sandwich,Biryani",-,,+91 9789077717,https://www.zomato.com/chennai/sans-kolkata-briyani-t-nagar
280,Blondies & Brownies,T. Nagar,₹300,"Bakery,Tea,Coffee",-,,+91 9003169505,https://www.zomato.com/chennai/blondies-brownies-t-nagar
281,Lalli's Cafe,T. Nagar,₹150,"South Indian,Juices",-,,"+91 9962081919, +91 9962071919",https://www.zomato.com/chennai/lallis-cafe-1-t-nagar
282,The Food Factory,T. Nagar,₹450,"Fast Food,Beverages",-,,+91 9333655555,https://www.zomato.com/chennai/the-food-factory-t-nagar
283,Decoction Cafe,"Paati Veedu, T.Nagar",₹500,"Cafe,Desserts",-,,+91 9962577234,https://www.zomato.com/chennai/decoction-cafe-t-nagar
284,Golden Arrow Restaurant,T. Nagar,₹600,"South Indian,North Indian,Chinese,Fast Food",-,,"044 42613958, +91 9840326382",https://www.zomato.com/chennai/golden-arrow-restaurant-t-nagar
285,Geetham Tiffen Centre,T. Nagar,₹100,South Indian,-,,+91 9444255513,https://www.zomato.com/chennai/geetham-tiffen-centre-t-nagar
286,Cocktail Peninsula,"Hotel Peninsula, T. Nagar","₹1,500",Finger Food,-,,044 28150001,https://www.zomato.com/chennai/cocktail-peninsula-1-t-nagar
287,Aavin Parlour,T. Nagar,₹200,"Desserts,Ice Cream,Fast Food",-,,Not available for this place,https://www.zomato.com/chennai/aavin-parlour-t-nagar
